[0 0 0],"[0, 0, 1]",50,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[0 0 0],False
[1 0 0],"[0, 0, 1]",-25,[1 1 0],False
[0 1 0],"[1, 0, 0]",-26,[1 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 1 0],False
[1 0 0],"[0, 0, 1]",-46,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[0, 0, 1]",-25,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",25,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",8,[0 1 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[0, 1, 0]",-46,[0 0 0],False
[0 0 0],"[0, 0, 1]",2,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 1 0],"[1, 0, 0]",-44,[1 1 0],False
[1 1 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[1 0 0],False
[0 0 0],"[0, 0, 1]",50,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-42,[0 0 0],False
[0 0 0],"[1, 0, 0]",9,[0 0 0],False
[1 0 0],"[1, 0, 0]",5,[0 0 0],False
[0 0 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",0,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[1 0 0],False
[1 1 0],"[1, 0, 0]",25,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[1 0 0],"[1, 0, 0]",4,[1 0 0],False
[1 0 0],"[1, 0, 0]",2,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[0 1 0],False
[0 1 0],"[1, 0, 0]",-47,[1 0 0],False
[1 0 0],"[1, 0, 0]",1,[0 1 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",1,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[1 1 0],False
[1 1 0],"[1, 0, 0]",25,[0 0 0],False
[1 1 0],"[1, 0, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",5,[0 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[1, 0, 0]",1,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[1 0 0],False
[1 1 0],"[0, 0, 1]",-25,[1 0 0],False
[1 0 0],"[0, 1, 0]",-41,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 1 0],False
[1 1 0],"[0, 1, 0]",25,[1 0 0],False
[1 1 0],"[0, 1, 0]",4,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 1 0],False
[1 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-47,[1 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 1 0],"[1, 0, 0]",0,[1 0 0],False
[1 1 0],"[1, 0, 0]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-25,[1 0 0],False
[1 0 0],"[0, 1, 0]",-49,[1 0 0],False
[1 1 0],"[0, 0, 1]",50,[1 1 0],False
[1 0 0],"[1, 0, 0]",6,[0 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[1, 0, 0]",4,[1 1 0],False
[1 1 0],"[0, 1, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[0, 0, 1]",-25,[0 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[0, 0, 1]",-45,[1 1 0],False
[0 1 0],"[0, 0, 1]",-45,[1 0 0],False
[1 0 0],"[0, 0, 1]",-48,[0 1 0],False
[0 1 0],"[1, 0, 0]",-48,[1 0 0],False
[1 0 0],"[0, 0, 1]",-25,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[0, 0, 1]",-45,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",8,[0 0 0],False
[0 0 0],"[1, 0, 0]",5,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[0 1 0],False
[0 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 1 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[1 0 0],"[0, 0, 1]",-44,[0 0 0],False
[0 0 0],"[1, 0, 0]",8,[0 0 0],False
[1 0 0],"[0, 1, 0]",-46,[0 0 0],False
[0 1 0],"[1, 0, 0]",-48,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[1 0 0],False
[0 0 0],"[1, 0, 0]",25,[0 0 0],False
[1 0 0],"[0, 0, 1]",-44,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",50,[0 0 0],False
[1 0 0],"[1, 0, 0]",4,[1 1 0],False
[1 1 0],"[1, 0, 0]",2,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 1 0],False
[1 1 0],"[0, 0, 1]",-25,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",9,[0 0 0],False
[0 0 0],"[1, 0, 0]",7,[0 0 0],False
[1 0 0],"[1, 0, 0]",4,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 1 0],False
[1 1 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 1 0],False
[1 1 0],"[1, 0, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 1 0],False
[1 1 0],"[1, 0, 0]",25,[0 1 0],False
[1 0 0],"[1, 0, 0]",2,[1 0 0],False
[1 1 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 0 0],False
[1 1 0],"[1, 0, 0]",0,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-26,[1 0 0],False
[1 0 0],"[1, 0, 0]",2,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-25,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",50,[0 0 0],False
[0 0 0],"[0, 0, 1]",3,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",3,[1 0 0],False
[1 0 0],"[0, 0, 1]",-42,[1 0 0],False
[1 0 0],"[1, 0, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 1 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[0, 0, 1]",8,[0 0 0],False
[0 0 0],"[0, 0, 1]",9,[0 1 0],False
[1 1 0],"[0, 0, 1]",-41,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[0 1 0],False
[0 1 0],"[0, 1, 0]",25,[1 0 0],False
[1 0 0],"[0, 1, 0]",-45,[1 1 0],False
[0 1 0],"[0, 1, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 1 0],False
[1 1 0],"[1, 0, 0]",7,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 1 0],False
[1 1 0],"[1, 0, 0]",3,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-42,[1 1 0],False
[1 0 0],"[0, 0, 1]",-25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 1 0],False
[1 1 0],"[1, 0, 0]",5,[1 1 0],False
[1 1 0],"[0, 1, 0]",4,[1 0 0],False
[1 1 0],"[1, 0, 0]",6,[1 1 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[0, 0, 1]",-25,[1 1 0],False
[1 1 0],"[0, 0, 1]",-25,[1 1 0],False
[1 1 0],"[1, 0, 0]",2,[1 1 0],False
[0 1 0],"[0, 1, 0]",2,[1 0 0],False
[1 0 0],"[1, 0, 0]",5,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",5,[1 0 0],False
[1 0 0],"[0, 0, 1]",-47,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[0 1 0],False
[1 1 0],"[1, 0, 0]",7,[1 0 0],False
[1 1 0],"[1, 0, 0]",25,[0 0 0],False
[1 0 0],"[0, 0, 1]",-25,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",0,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-25,[1 0 0],False
[1 0 0],"[1, 0, 0]",7,[1 0 0],False
[1 1 0],"[1, 0, 0]",6,[1 1 0],False
[1 1 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",4,[1 0 0],False
[1 0 0],"[0, 1, 0]",-47,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[0, 1, 0]",-49,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",4,[1 0 0],False
[1 0 0],"[1, 0, 0]",1,[1 1 0],False
[1 0 0],"[1, 0, 0]",1,[1 1 0],False
[1 1 0],"[0, 1, 0]",1,[1 0 0],False
[1 1 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 1 0],False
[1 0 0],"[0, 1, 0]",-50,[0 1 0],False
[0 1 0],"[0, 1, 0]",8,[1 1 0],False
[1 0 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[0 0 0],"[0, 1, 0]",50,[0 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 1 0],False
[1 1 0],"[1, 0, 0]",3,[1 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[1 1 0],"[1, 0, 0]",25,[1 1 0],False
[1 1 0],"[1, 0, 0]",25,[0 1 0],False
[0 1 0],"[1, 0, 0]",-26,[1 0 0],False
[1 1 0],"[1, 0, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",2,[1 0 0],False
[1 0 0],"[1, 0, 0]",0,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[1 0 0],"[0, 0, 1]",-43,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",9,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 1 0],"[0, 1, 0]",3,[0 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 1 0],False
[1 0 0],"[1, 0, 0]",6,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-26,[1 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 1 0],False
[1 0 0],"[0, 0, 1]",-42,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[0, 0, 1]",5,[0 1 0],False
[1 1 0],"[1, 0, 0]",9,[1 0 0],False
[1 1 0],"[1, 0, 0]",6,[0 0 0],False
[0 0 0],"[0, 0, 1]",7,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",25,[1 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 0 0],False
[1 0 0],"[0, 0, 1]",-41,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",2,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",50,[0 0 0],False
[1 1 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[0, 0, 1]",-49,[0 0 0],False
[0 1 0],"[1, 0, 0]",-44,[1 1 0],False
[1 0 0],"[1, 0, 0]",7,[1 1 0],False
[0 1 0],"[1, 0, 0]",-43,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-44,[1 0 0],False
[1 0 0],"[1, 0, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[1 1 0],False
[1 1 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",1,[0 1 0],False
[0 1 0],"[1, 0, 0]",-49,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-43,[1 0 0],False
[1 0 0],"[1, 0, 0]",3,[0 1 0],False
[0 0 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 0 0],False
[1 0 0],"[0, 0, 1]",-50,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",2,[0 0 0],False
[0 0 0],"[1, 0, 0]",4,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",6,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[1 0 0],"[1, 0, 0]",3,[1 1 0],False
[1 0 0],"[0, 1, 0]",-25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",1,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[1 1 0],"[1, 0, 0]",8,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-26,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[0 1 0],"[1, 0, 0]",-47,[1 1 0],False
[1 0 0],"[1, 0, 0]",9,[1 1 0],False
[1 1 0],"[1, 0, 0]",5,[1 0 0],False
[1 1 0],"[1, 0, 0]",1,[1 0 0],False
[1 1 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",5,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[1 1 0],False
[1 0 0],"[0, 0, 1]",-46,[1 0 0],False
[1 1 0],"[0, 0, 1]",-44,[1 0 0],False
[1 1 0],"[1, 0, 0]",2,[1 1 0],False
[1 1 0],"[1, 0, 0]",3,[0 0 0],False
[0 1 0],"[1, 0, 0]",-48,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[1 0 0],"[1, 0, 0]",7,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-41,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[0 1 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-45,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[1 1 0],False
[0 1 0],"[1, 0, 0]",-25,[1 0 0],False
[1 1 0],"[0, 0, 1]",-47,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",8,[0 0 0],False
[0 1 0],"[1, 0, 0]",-26,[1 1 0],False
[1 0 0],"[1, 0, 0]",5,[1 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[1 0 0],"[1, 0, 0]",9,[0 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[0, 0, 1]",50,[0 0 0],False
[0 0 0],"[0, 1, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-43,[1 0 0],False
[1 0 0],"[0, 0, 1]",-25,[0 0 0],False
[0 0 0],"[0, 0, 1]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",7,[0 0 0],False
[1 0 0],"[0, 0, 1]",-48,[0 1 0],False
[1 1 0],"[1, 0, 0]",8,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[1, 0, 0]",-46,[1 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 1 0],"[0, 1, 0]",3,[0 0 0],False
[0 0 0],"[1, 0, 0]",50,[0 0 0],False
[1 0 0],"[0, 0, 1]",-48,[1 0 0],False
[1 0 0],"[1, 0, 0]",6,[1 0 0],False
[1 0 0],"[0, 0, 1]",-25,[0 0 0],False
[0 1 0],"[0, 1, 0]",1,[0 0 0],False
[1 0 0],"[1, 0, 0]",25,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",0,[0 0 0],False
[0 0 0],"[1, 0, 0]",6,[0 0 0],False
